movie_id,cast,director
100402,"['ChrisEvans', 'SamuelL.Jackson', 'ScarlettJohansson']",AnthonyRusso
10192,"['MikeMyers', 'EddieMurphy', 'CameronDiaz']",MikeMitchell
158852,"['BrittRobertson', 'GeorgeClooney', 'RaffeyCassidy']",BradBird
177572,"['ScottAdsit', 'RyanPotter', 'DanielHenney']",ChrisWilliams
82690,"['JohnC.Reilly', 'SarahSilverman', 'JackMcBrayer']",RichMoore
5255,"['TomHanks', 'MichaelJeter', 'NonaGaye']",RobertZemeckis
47933,"['LiamHemsworth', 'JeffGoldblum', 'BillPullman']",RolandEmmerich
10191,"['JayBaruchel', 'GerardButler', 'CraigFerguson']",ChrisSanders
296,"['ArnoldSchwarzenegger', 'NickStahl', 'ClaireDanes']",JonathanMostow
118340,"['ChrisPratt', 'ZoeSaldana', 'DaveBautista']",JamesGunn
157336,"['MatthewMcConaughey', 'JessicaChastain', 'AnneHathaway']",ChristopherNolan
27205,"['LeonardoDiCaprio', 'JosephGordon-Levitt', 'EllenPage']",ChristopherNolan
315011,"['HirokiHasegawa', 'YutakaTakenouchi', 'SatomiIshihara']",HideakiAnno
49051,"['IanMcKellen', 'MartinFreeman', 'RichardArmitage']",PeterJackson
9799,"['PaulWalker', 'VinDiesel', 'MichelleRodriguez']",RobCohen
4922,"['CateBlanchett', 'BradPitt', 'TildaSwinton']",DavidFincher
49538,"['JamesMcAvoy', 'MichaelFassbender', 'JenniferLawrence']",MatthewVaughn
131634,"['JenniferLawrence', 'JoshHutcherson', 'LiamHemsworth']",FrancisLawrence
27022,"['NicolasCage', 'JayBaruchel', 'MonicaBellucci']",JonTurteltaub
503,"['KurtRussell', 'RichardDreyfuss', 'JoshLucas']",WolfgangPetersen
241259,"['JohnnyDepp', 'MiaWasikowska', 'AnneHathaway']",JamesBobin
810,"['MikeMyers', 'EddieMurphy', 'CameronDiaz']",ChrisMiller
68735,"['PaulaPatton', 'TravisFimmel', 'BenFoster']",DuncanJones
87101,"['ArnoldSchwarzenegger', 'JasonClarke', 'EmiliaClarke']",AlanTaylor
10140,"['SkandarKeynes', 'GeorgieHenley', 'SimonPegg']",MichaelApted
676,"['BenAffleck', 'JoshHartnett', 'KateBeckinsale']",MichaelBay
1858,"['ShiaLaBeouf', 'JoshDuhamel', 'MeganFox']",MichaelBay
1966,"['ColinFarrell', 'AngelinaJolie', 'ValKilmer']",OliverStone
675,"['DanielRadcliffe', 'RupertGrint', 'EmmaWatson']",DavidYates
674,"['DanielRadcliffe', 'RupertGrint', 'EmmaWatson']",MikeNewell
8960,"['WillSmith', 'CharlizeTheron', 'JasonBateman']",PeterBerg
6479,"['WillSmith', 'AliceBraga', 'CharlieTahan']",FrancisLawrence
118,"['JohnnyDepp', 'FreddieHighmore', 'DavidKelly']",TimBurton
2062,"['PattonOswalt', 'IanHolm', 'LouRomano']",JanPinkava
272,"['ChristianBale', 'MichaelCaine', 'LiamNeeson']",ChristopherNolan
10527,"['BenStiller', 'JadaPinkettSmith', 'DavidSchwimmer']",EricDarnell
18360,"['BenStiller', 'AmyAdams', 'OwenWilson']",ShawnLevy
2080,"['HughJackman', 'LievSchreiber', 'DannyHuston']",GavinHood
605,"['KeanuReeves', 'LaurenceFishburne', 'Carrie-AnneMoss']",LillyWachowski
109445,"['KristenBell', 'IdinaMenzel', 'JonathanGroff']",ChrisBuck
604,"['KeanuReeves', 'Carrie-AnneMoss', 'LaurenceFishburne']",LillyWachowski
76338,"['ChrisHemsworth', 'NataliePortman', 'TomHiddleston']",AlanTaylor
76341,"['TomHardy', 'CharlizeTheron', 'NicholasHoult']",GeorgeMiller
13448,"['TomHanks', 'EwanMcGregor', 'AyeletZurer']",RonHoward
10195,"['ChrisHemsworth', 'NataliePortman', 'TomHiddleston']",KennethBranagh
13053,"['JohnTravolta', 'MileyCyrus', 'SusieEssman']",ChrisWilliams
19585,"['SamRockwell', 'PenélopeCruz', 'TracyMorgan']",HoytYeatman
57165,"['SamWorthington', 'LiamNeeson', 'RalphFiennes']",JonathanLiebesman
62213,"['JohnnyDepp', 'MichellePfeiffer', 'HelenaBonhamCarter']",TimBurton
177677,"['TomCruise', 'RebeccaFerguson', 'SimonPegg']",ChristopherMcQuarrie
7978,"['BeniciodelToro', 'AnthonyHopkins', 'EmilyBlunt']",JoeJohnston
5559,"['JerrySeinfeld', 'RenéeZellweger', 'JimCummings']",SteveHickner
49444,"['JackBlack', 'AngelinaJolie', 'DustinHoffman']",JenniferYuhNelson
10196,"['NoahRinger', 'NicolaPeltz', 'JacksonRathbone']",M.NightShyamalan
956,"['TomCruise', 'PhilipSeymourHoffman', 'VingRhames']",J.J.Abrams
117251,"['ChanningTatum', 'JamieFoxx', 'JoeyKing']",RolandEmmerich
50321,"['SethGreen', 'JoanCusack', 'DanFogler']",SimonWells
11619,"['HughJackman', 'KateWinslet', 'IanMcKellen']",DavidBowers
266647,"['LeviMiller', 'GarrettHedlund', 'HughJackman']",JoeWright
82703,"['TyBurrell', 'MaxCharles', 'ArielWinter']",RobMinkoff
652,"['BradPitt', 'OrlandoBloom', 'EricBana']",WolfgangPetersen
80321,"['BenStiller', 'SachaBaronCohen', 'DavidSchwimmer']",ConradVernon
36669,"['PierceBrosnan', 'HalleBerry', 'RosamundPike']",LeeTamahori
43074,"['MelissaMcCarthy', 'KristenWiig', 'KateMcKinnon']",PaulFeig
95,"['BruceWillis', 'BillyBobThornton', 'BenAffleck']",MichaelBay
608,"['TommyLeeJones', 'WillSmith', 'RipTorn']",BarrySonnenfeld
2310,"['RayWinstone', 'AngelinaJolie', 'AnthonyHopkins']",RobertZemeckis
140300,"['JackBlack', 'BryanCranston', 'DustinHoffman']",JenniferYuhNelson
56292,"['TomCruise', 'JeremyRenner', 'SimonPegg']",BradBird
81188,"['ChrisPine', 'AlecBaldwin', 'JudeLaw']",PeterRamsey
7552,"['JimCarrey', 'TéaLeoni', 'AlecBaldwin']",DeanParisot
616,"['TomCruise', 'KenWatanabe', 'WilliamAtherton']",EdwardZwick
147441,"['ChristianBale', 'JoelEdgerton', 'JohnTurturro']",RidleyScott
13475,"['ChrisPine', 'ZacharyQuinto', 'LeonardNimoy']",J.J.Abrams
557,"['TobeyMaguire', 'WillemDafoe', 'KirstenDunst']",SamRaimi
82702,"['JayBaruchel', 'GerardButler', 'KristenWiig']",DeanDeBlois
205584,"['BrentonThwaites', 'NikolajCoster-Waldau', 'GerardButler']",AlexProyas
10048,"['JoshLucas', 'JessicaBiel', 'JamieFoxx']",RobCohen
13183,"['MalinÅkerman', 'BillyCrudup', 'CarlaGugino']",ZackSnyder
944,"['MelGibson', 'DannyGlover', 'JoePesci']",RichardDonner
1927,"['EricBana', 'JenniferConnelly', 'SamElliott']",AngLee
72559,"['DwayneJohnson', 'D.J.Cotrona', 'AdriannePalicki']",JonM.Chu
7364,"['MatthewMcConaughey', 'PenélopeCruz', 'SteveZahn']",BreckEisner
2114,"['DonaldSutherland', 'Ming-NaWen', 'AlecBaldwin']",HironobuSakaguchi
1771,"['ChrisEvans', 'HugoWeaving', 'TommyLeeJones']",JoeJohnston
36643,"['PierceBrosnan', 'SophieMarceau', 'RobertCarlyle']",MichaelApted
8619,"['RussellCrowe', 'PaulBettany', ""JamesD'Arcy""]",PeterWeir
50620,"['KristenStewart', 'RobertPattinson', 'TaylorLautner']",BillCondon
65759,"['ElijahWood', 'RobinWilliams', 'Pink']",GeorgeMiller
1724,"['EdwardNorton', 'LivTyler', 'TimRoth']",LouisLeterrier
267935,"['RubyBarnhill', 'MarkRylance', 'RebeccaHall']",StevenSpielberg
281957,"['LeonardoDiCaprio', 'TomHardy', 'WillPoulter']",AlejandroGonzálezIñárritu
77950,"['RyanReynolds', 'PaulGiamatti', 'MichaelPeña']",DavidSoren
44896,"['JohnnyDepp', 'IslaFisher', 'NedBeatty']",GoreVerbinski
270946,"['TomMcGrath', 'ChrisMiller', 'ChristopherKnights']",EricDarnell
2503,"['MattDamon', 'JuliaStiles', 'DavidStrathairn']",PaulGreengrass
9502,"['JackBlack', 'DustinHoffman', 'AngelinaJolie']",MarkOsborne
102899,"['PaulRudd', 'MichaelDouglas', 'EvangelineLilly']",PeytonReed
101299,"['JenniferLawrence', 'JoshHutcherson', 'LiamHemsworth']",FrancisLawrence
228161,"['JimParsons', 'Rihanna', 'SteveMartin']",TimJohnson
74,"['TomCruise', 'DakotaFanning', 'MirandaOtto']",StevenSpielberg
8961,"['MartinLawrence', 'WillSmith', 'JordiMollà']",MichaelBay
417859,"['AntonioBanderas', 'SalmaHayek', 'ZachGalifianakis']",ChrisMiller
27576,"['AngelinaJolie', 'LievSchreiber', 'ChiwetelEjiofor']",PhillipNoyce
86834,"['RussellCrowe', 'JenniferConnelly', 'EmmaWatson']",DarrenAronofsky
17578,"['JamieBell', 'AndySerkis', 'DanielCraig']",StevenSpielberg
673,"['DanielRadcliffe', 'RupertGrint', 'EmmaWatson']",AlfonsoCuarón
6972,"['NicoleKidman', 'HughJackman', 'EssieDavis']",BazLuhrmann
82700,"['JadenSmith', 'WillSmith', 'SophieOkonedo']",M.NightShyamalan
10567,"['D.B.Sweeney', 'AlfreWoodard', 'OssieDavis']",RalphZondag
181533,"['BenStiller', 'RamiMalek', 'RebelWilson']",ShawnLevy
38055,"['WillFerrell', 'BradPitt', 'TinaFey']",TomMcGrath
671,"['DanielRadcliffe', 'RupertGrint', 'EmmaWatson']",ChrisColumbus
49524,"['JeffBridges', 'RyanReynolds', 'KevinBacon']",RobertSchwentke
22,"['JohnnyDepp', 'GeoffreyRush', 'OrlandoBloom']",GoreVerbinski
131631,"['JenniferLawrence', 'JoshHutcherson', 'LiamHemsworth']",FrancisLawrence
591,"['TomHanks', 'AudreyTautou', 'IanMcKellen']",RonHoward
172385,"['JesseEisenberg', 'AnneHathaway', 'LeslieMann']",CarlosSaldanha
36658,"['PatrickStewart', 'HughJackman', 'IanMcKellen']",BryanSinger
51497,"['VinDiesel', 'PaulWalker', 'JordanaBrewster']",JustinLin
58574,"['RobertDowneyJr.', 'JudeLaw', 'JaredHarris']",GuyRitchie
18823,"['SamWorthington', 'LiamNeeson', 'RalphFiennes']",LouisLeterrier
861,"['ArnoldSchwarzenegger', 'SharonStone', 'RachelTicotin']",PaulVerhoeven
1911,"['AntonioBanderas', 'VladimirKulich', 'DennisStorhøi']",JohnMcTiernan
49040,"['JeremyRenner', 'RachelWeisz', 'EdwardNorton']",TonyGilroy
415,"['GeorgeClooney', ""ChrisO'Donnell"", 'ArnoldSchwarzenegger']",JoelSchumacher
8871,"['JimCarrey', 'TaylorMomsen', 'JeffreyTambor']",RonHoward
435,"['DennisQuaid', 'JakeGyllenhaal', 'EmmyRossum']",RolandEmmerich
955,"['TomCruise', 'DougrayScott', 'ThandieNewton']",JohnWoo
2133,"['GeorgeClooney', 'MarkWahlberg', 'DianeLane']",WolfgangPetersen
1979,"['IoanGruffudd', 'JessicaAlba', 'ChrisEvans']",TimStory
87827,"['SurajSharma', 'IrrfanKhan', 'AyushTandon']",AngLee
1250,"['NicolasCage', 'EvaMendes', 'WesBentley']",MarkStevenJohnson
324668,"['MattDamon', 'AliciaVikander', 'TommyLeeJones']",PaulGreengrass
9471,"['CameronDiaz', 'DrewBarrymore', 'LucyLiu']",McG
70981,"['NoomiRapace', 'MichaelFassbender', 'GuyPearce']",RidleyScott
10996,"['MichaelJ.Fox', 'GeenaDavis', 'HughLaurie']",RobMinkoff
68724,"['MattDamon', 'JodieFoster', 'SharltoCopley']",NeillBlomkamp
2789,"['VinDiesel', 'ThandieNewton', 'KarlUrban']",DavidTwohy
97020,"['JoelKinnaman', 'GaryOldman', 'MichaelKeaton']",JoséPadilha
7459,"['EmileHirsch', 'ChristinaRicci', 'MatthewFox']",LillyWachowski
42888,"['ReeseWitherspoon', 'PaulRudd', 'OwenWilson']",JamesL.Brooks
37834,"['TomCruise', 'CameronDiaz', 'PeterSarsgaard']",JamesMangold
75612,"['TomCruise', 'MorganFreeman', 'OlgaKurylenko']",JosephKosinski
1895,"['EwanMcGregor', 'NataliePortman', 'HaydenChristensen']",GeorgeLucas
1894,"['EwanMcGregor', 'NataliePortman', 'HaydenChristensen']",GeorgeLucas
585,"['JohnGoodman', 'BillyCrystal', 'MaryGibbs']",PeteDocter
76170,"['HughJackman', 'HiroyukiSanada', 'FamkeJanssen']",JamesMangold
1893,"['LiamNeeson', 'EwanMcGregor', 'NataliePortman']",GeorgeLucas
49519,"['NicolasCage', 'EmmaStone', 'RyanReynolds']",ChrisSanders
2395,"['ClovisCornillac', 'GérardDepardieu', 'FranckDubosc']",ThomasLangmann
12100,"['NicolasCage', 'AdamBeach', 'PeterStormare']",JohnWoo
290595,"['ChrisHemsworth', 'CharlizeTheron', 'EmilyBlunt']",CedricNicolas-Troyan
98566,"['MeganFox', 'WillArnett', 'WilliamFichtner']",JonathanLiebesman
49047,"['SandraBullock', 'GeorgeClooney', 'EdHarris']",AlfonsoCuarón
9619,"['PierceBrosnan', 'LindaHamilton', 'JamieRenéeSmith']",RogerDonaldson
308531,"['MeganFox', 'StephenAmell', 'WillArnett']",DaveGreen
166424,"['MilesTeller', 'KateMara', 'MichaelB.Jordan']",JoshTrank
1593,"['BenStiller', 'JakeCherry', 'CarlaGugino']",ShawnLevy
254128,"['DwayneJohnson', 'AlexandraDaddario', 'CarlaGugino']",BradPeyton
714,"['PierceBrosnan', 'JonathanPryce', 'MichelleYeoh']",RogerSpottiswoode
2024,"['MelGibson', 'HeathLedger', 'JoelyRichardson']",RolandEmmerich
163,"['GeorgeClooney', 'BradPitt', 'CatherineZeta-Jones']",StevenSoderbergh
787,"['AngelinaJolie', 'BradPitt', 'VinceVaughn']",DougLiman
262500,"['ShaileneWoodley', 'TheoJames', 'KateWinslet']",RobertSchwentke
2567,"['LeonardoDiCaprio', 'CateBlanchett', 'KateBeckinsale']",MartinScorsese
38745,"['JackBlack', 'AmandaPeet', 'EmilyBlunt']",RobLetterman
40805,"['SethRogen', 'JayChou', 'ChristophWaltz']",MichelGondry
53182,"['SullivanStapleton', 'EvaGreen', 'LenaHeadey']",NoamMurro
41513,"['HankAzaria', 'NeilPatrickHarris', 'JaymaMays']",RajaGosnell
13700,"['RoseanneBarr', 'JudiDench', 'JenniferTilly']",WillFinn
262504,"['ShaileneWoodley', 'TheoJames', 'ZoëKravitz']",RobertSchwentke
39254,"['HughJackman', 'DakotaGoyo', 'EvangelineLilly']",ShawnLevy
77931,"['HankAzaria', 'NeilPatrickHarris', 'BrendanGleeson']",RajaGosnell
1639,"['SandraBullock', 'JasonPatric', 'WillemDafoe']",JandeBont
80274,"['AsaButterfield', 'HarrisonFord', 'HaileeSteinfeld']",GavinHood
1571,"['BruceWillis', 'JustinLong', 'TimothyOlyphant']",LenWiseman
120,"['ElijahWood', 'IanMcKellen', 'CateBlanchett']",PeterJackson
10204,"['JackieChan', 'SteveCoogan', 'CéciledeFrance']",FrankCoraci
8489,"['WillSmith', 'JamieFoxx', 'JonVoight']",MichaelMann
10588,"['MikeMyers', 'DakotaFanning', 'SpencerBreslin']",BoWelch
2048,"['WillSmith', 'BridgetMoynahan', 'AlanTudyk']",AlexProyas
1495,"['OrlandoBloom', 'EvaGreen', 'JeremyIrons']",RidleyScott
10137,"['MichaelJ.Fox', 'GeenaDavis', 'HughLaurie']",RobMinkoff
10198,"['AnikaNoniRose', 'BrunoCampos', 'KeithDavid']",RonClements
286217,"['MattDamon', 'JessicaChastain', 'KristenWiig']",RidleyScott
1635,"['EwanMcGregor', 'ScarlettJohansson', 'DjimonHounsou']",MichaelBay
24113,"['WarrenBeatty', 'DianeKeaton', 'GoldieHawn']",PeterChelsom
9679,"['NicolasCage', 'AngelinaJolie', 'GiovanniRibisi']",DominicSena
98,"['RussellCrowe', 'JoaquinPhoenix', 'ConnieNielsen']",RidleyScott
180,"['TomCruise', 'ColinFarrell', 'SamanthaMorton']",StevenSpielberg
672,"['DanielRadcliffe', 'RupertGrint', 'EmmaWatson']",ChrisColumbus
36557,"['DanielCraig', 'EvaGreen', 'MadsMikkelsen']",MartinCampbell
869,"['MarkWahlberg', 'TimRoth', 'HelenaBonhamCarter']",TimBurton
280,"['ArnoldSchwarzenegger', 'LindaHamilton', 'RobertPatrick']",JamesCameron
11322,"['ChristianBale', 'JohnnyDepp', 'GiovanniRibisi']",MichaelMann
4982,"['DenzelWashington', 'RussellCrowe', 'ChiwetelEjiofor']",RidleyScott
36955,"['ArnoldSchwarzenegger', 'JamieLeeCurtis', 'TomArnold']",JamesCameron
18487,"['DenzelWashington', 'JohnTravolta', 'LuisGuzmán']",TonyScott
39451,"['RobertDeNiro', 'BenStiller', 'OwenWilson']",PaulWeitz
27581,"['WillFerrell', 'MarkWahlberg', 'EvaMendes']",AdamMcKay
9268,"['ArnoldSchwarzenegger', 'JamesCaan', 'VanessaWilliams']",ChuckRussell
68718,"['JamieFoxx', 'ChristophWaltz', 'LeonardoDiCaprio']",QuentinTarantino
10545,"['TomHulce', 'DemiMoore', 'TonyJay']",GaryTrousdale
11688,"['DavidSpade', 'JohnGoodman', 'EarthaKitt']",MarkDindal
76163,"['SylvesterStallone', 'JasonStatham', 'DolphLundgren']",SimonWest
2059,"['NicolasCage', 'DianeKruger', 'JustinBartha']",JonTurteltaub
2486,"['EdSpeleers', 'JeremyIrons', 'SiennaGuillory']",StefenFangmeier
16523,"['MaxRecords', 'CatherineKeener', 'LaurenAmbrose']",SpikeJonze
116711,"['JoshHutcherson', 'AmandaSeyfried', 'ColinFarrell']",ChrisWedge
37710,"['JohnnyDepp', 'AngelinaJolie', 'PaulBettany']",FlorianHenckelvonDonnersmarck
9946,"['ArnoldSchwarzenegger', 'GabrielByrne', 'KevinPollak']",PeterHyams
1372,"['LeonardoDiCaprio', 'DjimonHounsou', 'JenniferConnelly']",EdwardZwick
106646,"['LeonardoDiCaprio', 'JonahHill', 'MargotRobbie']",MartinScorsese
414,"['ValKilmer', 'TommyLeeJones', 'JimCarrey']",JoelSchumacher
563,"['CasperVanDien', 'DinaMeyer', 'DeniseRichards']",PaulVerhoeven
83542,"['TomHanks', 'HalleBerry', 'JimBroadbent']",TomTykwer
41216,"['EmilyBarclay', 'AbbieCornish', 'EssieDavis']",ZackSnyder
314,"['HalleBerry', 'BenjaminBratt', 'SharonStone']",Pitof
184315,"['DwayneJohnson', 'IanMcShane', 'JohnHurt']",BrettRatner
9016,"['JosephGordon-Levitt', 'BrianMurray', 'DavidHydePierce']",RonClements
18162,"['WillFerrell', 'AnnaFriel', 'DannyMcBride']",BradSilberling
138103,"['SylvesterStallone', 'JasonStatham', 'HarrisonFord']",PatrickHughes
257088,"['EdgarRamírez', 'LukeBracey', 'TeresaPalmer']",EricsonCore
10214,"['JamieKennedy', 'AlanCumming', 'TraylorHoward']",LawrenceGuterman
205775,"['ChrisHemsworth', 'BenjaminWalker', 'CillianMurphy']",RonHoward
11692,"['EddieMurphy', 'RandyQuaid', 'RosarioDawson']",RonUnderwood
22972,"['MattDamon', 'GregKinnear', 'BrendanGleeson']",PaulGreengrass
227973,"['NoahSchnapp', 'BillMelendez', 'VenusSchultheis']",SteveMartino
29193,"['SteveMartin', 'CampbellScott', 'BenGazzara']",DavidMamet
1734,"['BrendanFraser', 'RachelWeisz', 'JohnHannah']",StephenSommers
3131,"['LeonardoDiCaprio', 'DanielDay-Lewis', 'CameronDiaz']",MartinScorsese
76758,"['ChristianBale', 'NiNi', 'TongDawei']",ZhangYimou
9408,"['ShiaLaBeouf', 'JeffBridges', 'ZooeyDeschanel']",AshBrannon
9890,"['NicoleKidman', 'MatthewBroderick', 'BetteMidler']",FrankOz
855,"['JoshHartnett', 'EwanMcGregor', 'JasonIsaacs']",RidleyScott
77953,"['WillFerrell', 'ZachGalifianakis', 'DylanMcDermott']",JayRoach
18,"['BruceWillis', 'GaryOldman', 'IanHolm']",LucBesson
37786,"['SarahJessicaParker', 'KristinDavis', 'CynthiaNixon']",MichaelPatrickKing
10501,"['KennethBranagh', 'KevinKline', 'RosiePerez']",DonMichaelPaul
57800,"['JohnLeguizamo', 'RayRomano', 'ChrisWedge']",SteveMartino
150689,"['LilyJames', 'CateBlanchett', 'RichardMadden']",KennethBranagh
7980,"['RachelWeisz', 'MarkWahlberg', 'SusanSarandon']",PeterJackson
12,"['AlbertBrooks', 'EllenDeGeneres', 'AlexanderGould']",AndrewStanton
122,"['ElijahWood', 'IanMcKellen', 'ViggoMortensen']",PeterJackson
121,"['ElijahWood', 'IanMcKellen', 'ViggoMortensen']",PeterJackson
68737,"['JeffBridges', 'JulianneMoore', 'BenBarnes']",SergeiBodrov
1995,"['AngelinaJolie', 'JonVoight', 'IainGlen']",SimonWest
